Caloric Value,Fat,Saturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Calcium,Magnesium,Potassium,Iron,Zinc,Phosphorus,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Water
205,23.82093663,24.70403219,218.2556921,10.33532731,88.92915248,15.09400372,20.10496133,1206.136161,592.3969144,285.5756103,3254.335492,16.44753043,11.85130496,1228.26818,4977.869693,229.603715,65.51629969,18.98093376,57.9079237
576,46.97278175,23.65742415,287.1018718,136.0591805,47.59031026,16.03205338,292.60294,2106.632892,155.1352906,218.7856295,3050.187133,19.58947344,12.75990676,491.5433992,210.5860577,321.979528,71.54753932,5.111000071,16.82844771
501,43.97287503,1.946243473,15.28744898,21.7475603,53.49108646,18.29496667,245.0921722,620.6342617,769.5341991,257.7761052,2505.909992,10.28645585,12.08669111,368.1298509,653.0049091,118.4065317,69.11502138,3.561542241,72.83939081
655,7.034840155,17.93380414,66.77561585,80.33068166,64.52628855,31.44333,255.7642264,1942.43822,683.1114327,86.62991711,461.1270138,9.371659155,7.872946012,805.9688451,3086.39204,341.7661192,32.61237112,13.41939935,66.13949716
261,6.186513852,23.20595962,12.19323374,62.25324479,93.00634764,17.36844832,281.3895694,816.4930069,518.4703528,92.5808862,2737.982665,15.19277431,3.87707666,1311.903051,4120.824553,388.3977352,25.96803781,4.638096107,27.01155545
301,21.94085151,5.333808283,197.7676671,52.75415561,6.816028971,36.90225348,25.53104584,2663.954021,649.5835747,26.18395695,2847.054916,3.083177799,12.75728465,437.8895854,1497.697277,241.8744616,95.6359612,6.084960723,52.24913759
369,41.47489989,14.63068553,270.4288592,135.0751685,50.30012949,20.82184189,115.6792778,2692.285336,1081.060857,135.6063387,2710.3997,11.16485252,11.04386074,209.9507399,1272.134331,312.6861928,92.40665132,40.83349186,74.82906248
370,49.42742582,22.97171914,80.60986601,4.25168612,70.33359403,4.349306815,21.31046671,926.9972526,275.7384477,228.3004179,487.4840162,11.1518282,14.72103703,598.9666302,3956.181417,233.5997027,46.27434438,2.904811154,57.64921665
555,11.7687601,1.814703486,278.840018,99.90466324,73.65716098,39.40423228,63.23793047,728.4815742,75.94918846,344.5946165,2289.287054,2.244725895,2.757542667,1146.712554,376.2710839,448.1047709,84.77319275,33.2881969,45.59401686
561,31.73588219,17.73808641,27.47754318,144.5457707,70.790581,15.00215791,68.80973311,1263.346718,1040.914617,270.1017045,2936.704306,8.650689667,3.772136454,870.9667626,1909.974973,253.9558985,45.78002429,14.35532969,39.01046123
351,22.14008855,8.136376177,280.9864478,84.46505934,17.77133729,22.2055771,140.7321633,759.5681763,713.6846447,179.8045661,2063.001564,17.13905357,3.571073173,1243.510717,2578.465191,422.4862674,43.01451279,43.70573835,64.935448
395,48.6461479,23.18550869,111.9705793,140.5865468,33.4425809,34.58675028,80.56865024,2033.532338,1074.257224,381.7168446,2297.785076,17.19499563,11.99182663,1443.429007,2845.708504,402.6625086,16.51953181,24.76462194,94.51978285
437,42.89535154,24.30539788,39.41204025,8.786424014,39.07797491,17.2903517,30.29343205,2486.890819,736.4870069,290.5056282,1658.43583,2.435134466,3.210155799,1209.727467,3670.214268,211.1473625,43.21419959,15.97324651,70.45703564
152,42.72479171,23.66239574,150.9028102,63.40020454,81.42153473,3.772697151,50.24732673,2035.621786,981.6852535,372.7644291,1897.604888,2.269057214,1.466567532,945.3243104,1838.744045,122.741401,54.20427692,26.36430785,16.72713133
316,26.09119219,12.3811412,84.46520464,39.76351085,31.48218788,19.3221313,44.18266907,2481.833819,544.1243679,215.7593096,216.8813184,5.622561802,14.9791317,790.6782233,3102.153289,208.980245,3.227928415,19.71594293,51.46164761
287,23.66687761,21.68902362,92.61314157,109.8923238,25.01697157,47.27798055,291.9230394,1221.126879,912.338921,110.9726672,2272.474275,17.55793822,0.859849566,156.0967209,2968.339572,414.8465141,44.96718751,28.65075217,90.17417184
479,17.30331824,21.26918556,99.11408983,147.2132665,95.95756181,32.44498547,227.7877521,511.1350636,1099.997687,30.60240768,376.9205238,3.013600409,12.61103887,1478.05077,2783.318893,121.5399426,78.35426562,6.612110548,18.50161832
592,7.536897349,8.658411358,242.8775104,39.2229793,5.842012086,33.90247828,290.3284396,2226.955295,707.9414083,293.1730921,1579.049621,14.53993765,5.797819202,636.8735716,3238.368136,266.9738095,68.32455958,49.85253464,98.99881409
140,43.91250693,20.89397138,166.3567702,98.47201562,99.79298129,31.98182553,131.922146,1113.39979,257.9029231,57.30816922,1095.027332,2.472729582,12.70342417,313.1194995,1371.300938,404.9874065,63.8805419,21.85223801,95.41624543
256,41.58054541,1.888183233,100.2792328,30.51654728,69.29802339,10.75061481,83.5105445,2030.248934,359.1172573,128.0823,1954.455031,12.65118815,8.541997123,1033.392398,514.7788926,183.2039628,91.04598742,18.06330135,17.04470327
114,49.9872953,15.31047708,186.9967972,85.23420793,83.70458345,21.49835934,239.4879592,848.3996288,278.4412634,217.6636541,553.6155408,7.443312333,13.57365283,498.0036047,684.431193,324.6827221,2.785168973,35.80028257,94.00719884
164,49.84865767,6.520212095,217.6836955,70.12594052,32.98884265,37.79605012,97.87617541,289.6274227,333.8855817,230.1224692,2451.587567,15.88382228,13.9297983,920.0895793,1200.453675,130.3594713,56.14771103,18.83107092,42.68193312
620,29.99442675,3.893605259,89.06096021,145.8287941,6.359951378,5.96727198,89.81501211,2978.116297,402.3777668,244.2274468,2803.039226,5.056963752,0.631923629,921.475071,2550.969884,63.54692823,78.94753599,41.83044095,86.02382504
443,39.60443368,2.846876839,129.9292394,91.67056363,75.09760426,14.61478603,69.75179766,510.7944484,688.4038548,74.83957884,655.4051291,12.96443567,1.593476552,724.0217493,4218.169478,399.2482703,54.59220289,23.25926549,47.65450039
228,47.51445784,17.71093062,45.34696707,53.07644944,84.24373672,14.53963631,38.90369347,2965.841932,726.1903739,158.0975879,454.664497,5.095809424,4.130201579,1270.566062,3536.337376,58.49462547,33.06565971,36.25836225,49.67696014
571,43.23413258,9.15699913,62.53331137,18.00027195,75.34523254,22.16892745,76.93891831,2932.975801,540.4747093,250.7057486,594.7526415,14.41637552,10.20507354,470.9538862,3966.298961,142.9768836,14.48880594,6.265207606,67.08187819
162,16.13066458,18.39440252,207.5241776,23.53577748,18.57077729,49.03806831,106.5959245,2391.763407,757.7338968,388.2293572,3082.23371,17.53672167,13.37994685,728.0856283,1819.780557,429.0036168,88.86874411,42.45984009,79.70296773
238,25.27448609,2.568552179,62.61712083,34.57222256,76.57565261,4.307624788,202.1982624,1995.297738,143.8111645,293.7761437,1895.84349,2.972635083,7.169158294,852.76898,2082.803334,179.7699507,47.60547685,37.05018135,13.04102359
598,10.81217368,8.566968108,162.2973813,38.39403254,78.0476643,26.41634872,18.76945267,1754.530798,150.9564726,369.8154653,1688.687386,17.39861593,9.301110186,1029.074609,2029.041241,486.7922213,87.9334045,11.37412214,63.3840396
692,47.93229623,13.94779102,215.6234159,127.7417926,67.56134899,9.788869419,63.1520819,2604.999559,247.6038794,307.2627027,462.8201849,12.07471746,3.233247866,1197.560591,1040.178604,490.069824,58.99936012,8.119014478,26.80596947
491,32.27785855,19.97735596,40.9943077,84.62219545,77.78101362,48.56315073,242.7070921,903.8465888,645.7891227,240.7696179,2308.490423,2.978654572,12.17201909,652.730196,399.9616249,141.45525,67.74501954,16.49832509,41.13545661
518,15.28892625,8.65006007,174.5205437,78.98524579,85.36253677,6.551871732,44.07657708,1429.659577,296.0938805,84.88911396,3051.198612,8.83706618,14.52625761,1004.465722,2995.488855,30.0793289,80.62185428,48.82745872,41.31717995
388,35.2265308,16.02139303,84.40320727,18.10056191,63.29239085,20.77644912,102.793544,1877.20041,375.777064,270.0074042,2915.831956,3.636775723,4.394684527,310.8553343,4947.161749,355.4810093,66.25639892,13.58474715,52.21543062
478,32.81577082,22.26346596,289.2487938,129.1608143,13.41744783,37.15636426,259.3976766,1263.011904,510.3597616,253.1180307,2228.586011,14.15678383,7.674976298,1405.707341,917.4655543,230.9833863,40.40742923,23.35023324,40.07227707
589,21.11732231,15.78071652,150.2282375,108.6993312,51.32464192,35.52316697,46.47759334,1311.08504,983.6460426,244.9629765,355.9476366,15.29792862,1.748683602,636.282329,328.7556175,59.36889354,51.84970501,2.47099106,19.66250066
330,10.11009165,6.591027394,243.7378394,11.08258592,12.37668679,21.71370321,24.82105069,1024.339769,65.9414563,201.0164885,482.1498924,2.563032145,8.607481519,1121.329991,3919.705241,356.6861813,80.50150694,20.46414895,23.10658647
140,35.2207938,1.585618757,169.5656972,106.4674295,43.71658795,17.97968423,145.3613985,1714.483859,796.7856433,216.1760756,267.6505562,10.36972713,7.790359907,128.4775146,1337.671433,25.27570546,37.99137934,28.99468076,13.0094187
127,28.41384654,21.88237297,22.58963453,81.98719438,43.67511647,20.48300655,90.72585338,2559.194858,819.2080107,140.4325856,975.4293361,16.38518859,2.59432902,387.2620001,4165.254646,436.3963783,39.42402422,47.70310601,52.32241768
234,39.75432763,1.51046586,193.6138989,13.17707652,11.27093519,13.94953689,169.0225093,644.5087151,968.4541474,212.5319501,561.2489883,18.75517931,6.90996009,781.9155621,3549.289668,77.93973927,10.47332149,26.3200662,95.90029254
300,28.40735755,21.99284014,285.9069692,69.28679559,38.13795073,11.061314,241.1414671,2806.577464,1122.66588,87.04680321,984.1633369,10.5135984,5.344517455,1329.553455,4733.800332,72.38282059,91.54385909,41.13625898,20.41077013
132,43.34816751,13.69449122,184.4674278,73.21974678,15.54481939,24.66894518,41.14454645,2082.808579,73.15852629,324.018015,1409.197389,19.03044486,8.066547692,838.1572099,2103.743455,96.079426,10.01259518,27.80925449,95.16380437
147,29.83580774,23.53762476,247.5647692,25.70040648,81.78234495,14.15815405,174.2097254,2478.655977,226.8512613,82.45301233,3306.141466,10.94593492,8.991987864,1401.818675,3343.652213,480.5305157,65.17270857,2.998465658,76.00253633
602,30.24220872,20.17079766,266.4198744,141.9090239,95.03036247,15.08562158,151.6526281,1690.762543,1069.096988,43.13685306,2175.278603,8.186714645,0.62318589,777.3156552,2377.788426,349.6529865,41.9062534,16.43540548,67.37489226
506,44.44941212,24.95041865,76.14313387,127.6463304,11.87006515,33.18104711,43.2236358,2349.574269,577.2963465,180.1359503,2938.910871,17.03996101,11.53458675,786.6287354,3189.884617,402.6720524,41.15631964,29.20192588,68.07499798
673,23.15672898,9.417083571,71.49300357,100.6843283,95.73594469,48.45832925,187.1995457,97.79117215,699.2792348,266.7399014,2515.195102,10.11316285,10.83870723,267.6455039,2303.034639,204.841143,68.27563182,47.57910433,84.40548836
198,11.03068528,19.41251893,187.1844868,69.88203859,54.64477694,30.57822283,82.09212536,2464.222253,812.4812843,180.7095617,482.5106438,9.702098956,5.8111526,1223.718742,1024.298007,174.7932365,7.64227953,43.09738763,19.62278779
646,6.295220434,10.64634193,129.1982562,62.3530657,33.45873941,4.771993886,146.3502956,168.4096343,830.9265952,117.9341115,2602.129382,10.06109354,1.267571066,445.7515775,2588.697338,124.8971633,59.77687251,12.18942509,55.42788912
561,38.98117651,12.51701489,253.5597778,97.99504661,12.30189715,4.703597079,24.68169728,2675.24446,1121.501464,227.6867617,1035.336197,17.01230754,11.44652183,1359.457485,2690.062587,245.5175339,77.43114681,11.78538167,72.73820244
104,32.91392981,16.06013112,271.0067058,82.26934854,52.55930547,47.61973782,137.8752172,2976.290104,1196.49183,145.3309108,2272.96668,16.72286006,14.35003983,1375.153908,4071.958856,280.3960794,82.99306303,10.85747539,62.81384006
317,36.68358956,21.96825074,112.4922,10.27869278,80.47897673,15.56724873,91.93904041,917.4990134,878.1810801,373.8183991,1259.27071,8.368639853,3.982198142,1420.634157,3704.051458,319.5696734,17.88250855,46.20244592,84.95011639
602,14.58338727,24.61800326,78.6924621,77.36289467,72.17321534,5.511282318,246.7143634,670.439741,380.3043906,369.8316044,3492.085695,6.999347267,5.191106899,828.3226847,3352.578957,135.988067,89.84448596,42.7806415,16.50445381
497,11.1367164,19.43856193,236.3523994,121.154139,9.771471089,30.35318477,17.0936181,2307.821923,1061.715263,205.9250098,996.0750303,10.09259647,3.165286897,1047.931299,655.5967682,474.8404996,65.95846309,38.96928818,72.16309355
492,5.654509955,11.02640277,89.69375031,69.42674176,11.92567436,31.55879014,125.5821825,796.4277057,106.6040517,137.8747577,1049.043601,11.66906394,8.865573789,1189.922232,3631.019824,93.18166412,88.30362528,20.2440206,58.06249573
306,20.77644015,11.11256805,248.5581524,8.741530056,43.27296185,32.77673619,137.5294272,2603.40903,315.7429808,297.4816414,3264.285669,5.147575607,2.745200222,283.4204661,2551.495266,483.1700556,49.04279099,25.71465451,44.12447776
114,31.54629591,18.70197524,132.8840936,118.1554517,33.05259693,14.10269937,217.5018229,353.3856469,1081.993575,24.31804796,183.7909758,15.98212415,5.66481218,941.340073,4481.087727,17.27950003,54.66130116,23.75225549,40.6247484
653,22.65098203,6.730651498,203.5894708,31.00320354,27.07651069,1.740423527,172.2862725,421.5678293,344.6202416,195.1599124,2468.742559,9.986413932,10.6066887,148.0170618,4607.367577,245.751589,91.98478943,13.41650727,65.87493695
560,24.68637149,3.651378715,37.70524101,39.5345044,31.6954274,48.2857531,200.1637012,2938.497088,303.7487186,141.1661238,2566.109729,7.013888194,8.621681754,796.5925167,370.2672939,173.3502407,90.09104479,25.74637426,90.18958372
